variable,attribute,value,index
RAAS_06,7,strongly agree,1
RAAS_06,comment,Revised Adult Attachment Scale: I don’t worry about people getting too close to me.,1
RAAS_06,class,avector,1
RAAS_06,class,numeric,2
RAAS_07,1,strongly disagree,1
RAAS_07,2,disagree,1
RAAS_07,3,slightly disagree,1
RAAS_07,4,neither agree nor disagree,1
RAAS_07,5,slightly agree,1
RAAS_07,6,agree,1
RAAS_07,7,strongly agree,1
RAAS_07,comment,Revised Adult Attachment Scale: I find that people are never there when you need them.,1
RAAS_07,class,avector,1
RAAS_07,class,numeric,2
RAAS_08,1,strongly disagree,1
RAAS_08,2,disagree,1
RAAS_08,3,slightly disagree,1
RAAS_08,4,neither agree nor disagree,1
RAAS_08,5,slightly agree,1
RAAS_08,6,agree,1
RAAS_08,7,strongly agree,1
RAAS_08,comment,Revised Adult Attachment Scale: I am somewhat uncomfortable being close to others.,1
RAAS_08,class,avector,1
RAAS_08,class,numeric,2
RAAS_12,1,strongly disagree,1
RAAS_12,2,disagree,1
RAAS_12,3,slightly disagree,1
RAAS_12,4,neither agree nor disagree,1
RAAS_12,5,slightly agree,1
RAAS_12,6,agree,1
RAAS_12,7,strongly agree,1
RAAS_12,comment,Revised Adult Attachment Scale: I am comfortable developing close relationships with others.,1
RAAS_12,class,avector,1
RAAS_12,class,numeric,2
RAAS_13,1,strongly disagree,1
RAAS_13,2,disagree,1
RAAS_13,3,slightly disagree,1
RAAS_13,4,neither agree nor disagree,1
RAAS_13,5,slightly agree,1
RAAS_13,6,agree,1
RAAS_13,7,strongly agree,1
RAAS_13,comment,Revised Adult Attachment Scale: I am uncomfortable when anyone gets too emotionally close to me.,1
RAAS_13,class,avector,1
RAAS_13,class,numeric,2
RAAS_14,1,strongly disagree,1
RAAS_14,2,disagree,1
RAAS_14,3,slightly disagree,1
RAAS_14,4,neither agree nor disagree,1
RAAS_14,5,slightly agree,1
RAAS_14,6,agree,1
RAAS_14,7,strongly agree,1
RAAS_14,comment,Revised Adult Attachment Scale: I know that people will be there when I need them.,1
RAAS_14,class,avector,1
RAAS_14,class,numeric,2
RAAS_16,1,strongly disagree,1
RAAS_16,2,disagree,1
RAAS_16,3,slightly disagree,1
RAAS_16,4,neither agree nor disagree,1
RAAS_16,5,slightly agree,1
RAAS_16,6,agree,1
RAAS_16,7,strongly agree,1
RAAS_16,comment,Revised Adult Attachment Scale: I find it difficult to trust others completely.,1
RAAS_16,class,avector,1
RAAS_16,class,numeric,2
RAAS_17,1,strongly disagree,1
RAAS_17,2,disagree,1
RAAS_17,3,slightly disagree,1
RAAS_17,4,neither agree nor disagree,1
RAAS_17,5,slightly agree,1
RAAS_17,6,agree,1
RAAS_17,7,strongly agree,1
RAAS_17,comment,Revised Adult Attachment Scale: Romantic partners often want me to be emotionally closer than I feel comfortable being.,1
RAAS_17,class,avector,1
RAAS_17,class,numeric,2
KSA3_01,1,strongly disagree,1
KSA3_01,2,disagree,1
KSA3_01,3,slightly disagree,1
KSA3_01,4,neither agree nor disagree,1
KSA3_01,5,slightly agree,1
KSA3_01,6,agree,1
KSA3_01,7,strongly agree,1
KSA3_01,comment,Authoritarianism Short Scale: We should take strong action against misfits and slackers in society.,1
KSA3_01,class,avector,1
KSA3_01,class,numeric,2
KSA3_02,1,strongly disagree,1
KSA3_02,2,disagree,1
KSA3_02,3,slightly disagree,1
KSA3_02,4,neither agree nor disagree,1
KSA3_02,5,slightly agree,1
KSA3_02,6,agree,1
KSA3_02,7,strongly agree,1
KSA3_02,comment,Authoritarianism Short Scale: Troublemakers should be made to feel that they are not welcome in society.,1
KSA3_02,class,avector,1
KSA3_02,class,numeric,2
KSA3_03,1,strongly disagree,1
KSA3_03,2,disagree,1
KSA3_03,3,slightly disagree,1
KSA3_03,4,neither agree nor disagree,1
KSA3_03,5,slightly agree,1
KSA3_03,6,agree,1
KSA3_03,7,strongly agree,1
KSA3_03,comment,Authoritarianism Short Scale: Rules in society should be enforced without pity.,1
KSA3_03,class,avector,1
KSA3_03,class,numeric,2
KSA3_04,1,strongly disagree,1
KSA3_04,2,disagree,1
KSA3_04,3,slightly disagree,1
KSA3_04,4,neither agree nor disagree,1
KSA3_04,5,slightly agree,1
KSA3_04,6,agree,1
KSA3_04,7,strongly agree,1
KSA3_04,comment,Authoritarianism Short Scale: We need strong leaders so that we can live safely in society.,1
KSA3_04,class,avector,1
KSA3_04,class,numeric,2
KSA3_05,1,strongly disagree,1
KSA3_05,2,disagree,1
KSA3_05,3,slightly disagree,1
KSA3_05,4,neither agree nor disagree,1
KSA3_05,5,slightly agree,1
KSA3_05,6,agree,1
KSA3_05,7,strongly agree,1
KSA3_05,comment,Authoritarianism Short Scale: People should leave important decisions in society to their leaders.,1
KSA3_05,class,avector,1
KSA3_05,class,numeric,2
KSA3_06,1,strongly disagree,1
KSA3_06,2,disagree,1
KSA3_06,3,slightly disagree,1
KSA3_06,4,neither agree nor disagree,1
KSA3_06,5,slightly agree,1
KSA3_06,6,agree,1
KSA3_06,7,strongly agree,1
KSA3_06,comment,Authoritarianism Short Scale: We should be grateful for leaders telling us exactly what to do.,1
KSA3_06,class,avector,1
KSA3_06,class,numeric,2
KSA3_07,1,strongly disagree,1
KSA3_07,2,disagree,1
KSA3_07,3,slightly disagree,1
KSA3_07,4,neither agree nor disagree,1
KSA3_07,5,slightly agree,1
KSA3_07,6,agree,1
KSA3_07,7,strongly agree,1
KSA3_07,comment,Authoritarianism Short Scale: Traditions should definitely be carried on and kept alive.,1
KSA3_07,class,avector,1
KSA3_07,class,numeric,2
KSA3_08,1,strongly disagree,1
KSA3_08,2,disagree,1
KSA3_08,3,slightly disagree,1
KSA3_08,4,neither agree nor disagree,1
KSA3_08,5,slightly agree,1
KSA3_08,6,agree,1
KSA3_08,7,strongly agree,1
KSA3_08,comment,Authoritarianism Short Scale: Well-established behavior should not be questioned.,1
KSA3_08,class,avector,1
KSA3_08,class,numeric,2
KSA3_09,1,strongly disagree,1
KSA3_09,2,disagree,1
KSA3_09,3,slightly disagree,1
KSA3_09,4,neither agree nor disagree,1
KSA3_09,5,slightly agree,1
KSA3_09,6,agree,1
KSA3_09,7,strongly agree,1
KSA3_09,comment,Authoritarianism Short Scale: It's always best to do things in the usual way.,1
KSA3_09,class,avector,1
KSA3_09,class,numeric,2
AA19_10,1,strongly disagree,1
AA19_10,2,disagree,1
AA19_10,3,slightly disagree,1
AA19_10,4,neither agree nor disagree,1
AA19_10,5,slightly agree,1
AA19_10,6,agree,1
AA19_10,7,strongly agree,1
AA19_10,comment,Authoritarianism Short Scale: Nuclear weapons would be dangerous if they got into the wrong hands.,1
AA19_10,class,avector,1
AA19_10,class,numeric,2
SAS_01,1,strongly disagree,1
SAS_01,2,disagree,1
SAS_01,3,slightly disagree,1
SAS_01,4,neither agree nor disagree,1
SAS_01,5,slightly agree,1
SAS_01,6,agree,1
SAS_01,7,strongly agree,1
SAS_01,comment,Survey Attitude Scale: I really enjoy responding to questionnaires through the mail or Internet.,1
SAS_01,class,avector,1
SAS_01,class,numeric,2
SAS_02,1,strongly disagree,1
SAS_02,2,disagree,1
SAS_02,3,slightly disagree,1
SAS_02,4,neither agree nor disagree,1
SAS_02,5,slightly agree,1
SAS_02,6,agree,1
SAS_02,7,strongly agree,1
SAS_02,comment,Survey Attitude Scale: I really enjoy being interviewed for a survey.,1
SAS_02,class,avector,1
SAS_02,class,numeric,2
SAS_03,1,strongly disagree,1
SAS_03,2,disagree,1
SAS_03,3,slightly disagree,1
SAS_03,4,neither agree nor disagree,1
SAS_03,5,slightly agree,1
SAS_03,6,agree,1
SAS_03,7,strongly agree,1
SAS_03,comment,Survey Attitude Scale: Surveys are interesting in themselves.,1
SAS_03,class,avector,1
SAS_03,class,numeric,2
SAS_04,1,strongly disagree,1
SAS_04,2,disagree,1
SAS_04,3,slightly disagree,1
SAS_04,4,neither agree nor disagree,1
SAS_04,5,slightly agree,1
SAS_04,6,agree,1
SAS_04,7,strongly agree,1
SAS_04,comment,Survey Attitude Scale: Surveys are important for society.,1
SAS_04,class,avector,1
SAS_04,class,numeric,2
SAS_05,1,strongly disagree,1
SAS_05,2,disagree,1
SAS_05,3,slightly disagree,1
SAS_05,4,neither agree nor disagree,1
SAS_05,5,slightly agree,1
SAS_05,6,agree,1
SAS_05,7,strongly agree,1
SAS_05,comment,Survey Attitude Scale: A lot can be learned from information collected through surveys.,1
SAS_05,class,avector,1
SAS_05,class,numeric,2
SAS_06,1,strongly disagree,1
SAS_06,2,disagree,1
SAS_06,3,slightly disagree,1
SAS_06,4,neither agree nor disagree,1
SAS_06,5,slightly agree,1
SAS_06,6,agree,1
SAS_06,7,strongly agree,1
SAS_06,comment,Survey Attitude Scale: Completing surveys is a waste of time.,1
SAS_06,class,avector,1
SAS_06,class,numeric,2
SAS_07,1,strongly disagree,1
SAS_07,2,disagree,1
SAS_07,3,slightly disagree,1
SAS_07,4,neither agree nor disagree,1
SAS_07,5,slightly agree,1
SAS_07,6,agree,1
SAS_07,7,strongly agree,1
SAS_07,comment,Survey Attitude Scale: I receive far too many requests to participate in surveys.,1
SAS_07,class,avector,1
SAS_07,class,numeric,2
SAS_08,1,strongly disagree,1
SAS_08,2,disagree,1
SAS_08,3,slightly disagree,1
SAS_08,4,neither agree nor disagree,1
SAS_08,5,slightly agree,1
SAS_08,6,agree,1
SAS_08,7,strongly agree,1
SAS_08,comment,Survey Attitude Scale: Opinion polls are an invasion of privacy.,1
SAS_08,class,avector,1
SAS_08,class,numeric,2
SAS_09,1,strongly disagree,1
SAS_09,2,disagree,1
SAS_09,3,slightly disagree,1
SAS_09,4,neither agree nor disagree,1
SAS_09,5,slightly agree,1
SAS_09,6,agree,1
SAS_09,7,strongly agree,1
SAS_09,comment,Survey Attitude Scale: It is exhaustive to answer so many questions in a survey.,1
SAS_09,class,avector,1
SAS_09,class,numeric,2
MFQ_01,1,strongly disagree,1
MFQ_01,2,disagree,1
MFQ_01,3,slightly disagree,1
MFQ_01,4,neither agree nor disagree,1
MFQ_01,5,slightly agree,1
MFQ_01,6,agree,1
MFQ_01,7,strongly agree,1
MFQ_01,comment,Moral Foundations Questionnaire: Compassion for those who are suffering is the most crucial virtue.,1
MFQ_01,class,avector,1
MFQ_01,class,numeric,2
MFQ_02,1,strongly disagree,1
MFQ_02,2,disagree,1
MFQ_02,3,slightly disagree,1
MFQ_02,4,neither agree nor disagree,1
MFQ_02,5,slightly agree,1
MFQ_02,6,agree,1
MFQ_02,7,strongly agree,1
MFQ_02,comment,"Moral Foundations Questionnaire: When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",1
MFQ_02,class,avector,1
MFQ_02,class,numeric,2
MFQ_03,1,strongly disagree,1
MFQ_03,2,disagree,1
MFQ_03,3,slightly disagree,1
MFQ_03,4,neither agree nor disagree,1
MFQ_03,5,slightly agree,1
MFQ_03,6,agree,1
MFQ_03,7,strongly agree,1
MFQ_03,comment,Moral Foundations Questionnaire: I am proud of my country’s history.,1
MFQ_03,class,avector,1
MFQ_03,class,numeric,2
MFQ_04,1,strongly disagree,1
MFQ_04,2,disagree,1
MFQ_04,3,slightly disagree,1
MFQ_04,4,neither agree nor disagree,1
MFQ_04,5,slightly agree,1
MFQ_04,6,agree,1
MFQ_04,7,strongly agree,1
MFQ_04,comment,Moral Foundations Questionnaire: Respect for authority is something all children need to learn.,1
MFQ_04,class,avector,1
MFQ_04,class,numeric,2
MFQ_05,1,strongly disagree,1
MFQ_05,2,disagree,1
MFQ_05,3,slightly disagree,1
MFQ_05,4,neither agree nor disagree,1
MFQ_05,5,slightly agree,1
MFQ_05,6,agree,1
MFQ_05,7,strongly agree,1
MFQ_05,comment,"Moral Foundations Questionnaire: People should not do things that are disgusting, even if no one is harmed.",1
MFQ_05,class,avector,1
MFQ_05,class,numeric,2
MFQ_06,1,strongly disagree,1
MFQ_06,2,disagree,1
MFQ_06,3,slightly disagree,1
MFQ_06,4,neither agree nor disagree,1
MFQ_06,5,slightly agree,1
MFQ_06,6,agree,1
MFQ_06,7,strongly agree,1
MFQ_06,comment,Moral Foundations Questionnaire: It is better to do good than to do bad.,1
MFQ_06,class,avector,1
MFQ_06,class,numeric,2
MFQ_07,1,strongly disagree,1
MFQ_07,2,disagree,1
MFQ_07,3,slightly disagree,1
MFQ_07,4,neither agree nor disagree,1
MFQ_07,5,slightly agree,1
MFQ_07,6,agree,1
MFQ_07,7,strongly agree,1
MFQ_07,comment,Moral Foundations Questionnaire: One of the worst things a person could do is hurt a defenseless animal.,1
MFQ_07,class,avector,1
MFQ_07,class,numeric,2
MFQ_08,1,strongly disagree,1
MFQ_08,2,disagree,1
MFQ_08,3,slightly disagree,1
MFQ_08,4,neither agree nor disagree,1
MFQ_08,5,slightly agree,1
MFQ_08,6,agree,1
MFQ_08,7,strongly agree,1
MFQ_08,comment,Moral Foundations Questionnaire: Justice is the most important requirement for a society.,1
MFQ_08,class,avector,1
MFQ_08,class,numeric,2
MFQ_09,1,strongly disagree,1
MFQ_09,2,disagree,1
MFQ_09,3,slightly disagree,1
MFQ_09,4,neither agree nor disagree,1
MFQ_09,5,slightly agree,1
MFQ_09,6,agree,1
MFQ_09,7,strongly agree,1
MFQ_09,comment,"Moral Foundations Questionnaire: People should be loyal to their family members, even when they have done something wrong.",1
MFQ_09,class,avector,1
MFQ_09,class,numeric,2
MFQ_10,1,strongly disagree,1
MFQ_10,2,disagree,1
MFQ_10,3,slightly disagree,1
MFQ_10,4,neither agree nor disagree,1
MFQ_10,5,slightly agree,1
MFQ_10,6,agree,1
MFQ_10,7,strongly agree,1
MFQ_10,comment,Moral Foundations Questionnaire: Men and women each have different roles to play in society.,1
MFQ_10,class,avector,1
MFQ_10,class,numeric,2
MFQ_11,1,strongly disagree,1
MFQ_11,2,disagree,1
MFQ_11,3,slightly disagree,1
MFQ_11,4,neither agree nor disagree,1
MFQ_11,5,slightly agree,1
MFQ_11,6,agree,1
MFQ_11,7,strongly agree,1
MFQ_11,comment,Moral Foundations Questionnaire: I would call some acts wrong on the grounds that they are unnatural.,1
MFQ_11,class,avector,1
MFQ_11,class,numeric,2
FRI_02,1,strongly disagree,1
FRI_02,2,disagree,1
FRI_02,3,slightly disagree,1
FRI_02,4,neither agree nor disagree,1
FRI_02,5,slightly agree,1
FRI_02,6,agree,1
FRI_02,7,strongly agree,1
FRI_02,comment,Moral Foundations Questionnaire: It feels good to be appreciated.,1
FRI_02,class,avector,1
FRI_02,class,numeric,2
CQ_01,1,strongly disagree,1
CQ_01,2,disagree,1
CQ_01,3,slightly disagree,1
CQ_01,4,neither agree nor disagree,1
CQ_01,5,slightly agree,1
CQ_01,6,agree,1
CQ_01,7,strongly agree,1
CQ_01,comment,Chronotype Questionnaire: I can work efficiently at any time of the day,1
CQ_01,class,avector,1
CQ_01,class,numeric,2
CQ_02,1,strongly disagree,1
CQ_02,2,disagree,1
CQ_02,3,slightly disagree,1
CQ_02,4,neither agree nor disagree,1
CQ_02,5,slightly agree,1
CQ_02,6,agree,1
CQ_02,7,strongly agree,1
CQ_02,comment,Chronotype Questionnaire: I feel I can think the best in the morning.,1
CQ_02,class,avector,1
CQ_02,class,numeric,2
CQ_03,1,strongly disagree,1
CQ_03,2,disagree,1
CQ_03,3,slightly disagree,1
CQ_03,4,neither agree nor disagree,1
CQ_03,5,slightly agree,1
CQ_03,6,agree,1
CQ_03,7,strongly agree,1
CQ_03,comment,Chronotype Questionnaire: There are moments during the day where I would prefer to avoid any work.,1
CQ_03,class,avector,1
CQ_03,class,numeric,2
CQ_04,1,strongly disagree,1
CQ_04,2,disagree,1
CQ_04,3,slightly disagree,1
CQ_04,4,neither agree nor disagree,1
CQ_04,5,slightly agree,1
CQ_04,6,agree,1
CQ_04,7,strongly agree,1
CQ_04,comment,Chronotype Questionnaire: I feel drowsy for a long time after awakening.,1
CQ_04,class,avector,1
CQ_04,class,numeric,2
CQ_05,1,strongly disagree,1
CQ_05,2,disagree,1
CQ_05,3,slightly disagree,1
CQ_05,4,neither agree nor disagree,1
CQ_05,5,slightly agree,1
CQ_05,6,agree,1
CQ_05,7,strongly agree,1
CQ_05,comment,"Chronotype Questionnaire: If I were to study anything by myself, I would rather do it in the evening.",1
CQ_05,class,avector,1
CQ_05,class,numeric,2
CQ_06,1,strongly disagree,1
CQ_06,2,disagree,1
CQ_06,3,slightly disagree,1
CQ_06,4,neither agree nor disagree,1
CQ_06,5,slightly agree,1
CQ_06,6,agree,1
CQ_06,7,strongly agree,1
CQ_06,comment,Chronotype Questionnaire: My mood stays the same throughout the day.,1
CQ_06,class,avector,1
CQ_06,class,numeric,2
CQ_07,1,strongly disagree,1
CQ_07,2,disagree,1
CQ_07,3,slightly disagree,1
CQ_07,4,neither agree nor disagree,1
CQ_07,5,slightly agree,1
CQ_07,6,agree,1
CQ_07,7,strongly agree,1
CQ_07,comment,"Chronotype Questionnaire: I like to get up earlier then necessary, e.g. in order to prepare things for the whole day.",1
CQ_07,class,avector,1
CQ_07,class,numeric,2
CQ_08,1,strongly disagree,1
CQ_08,2,disagree,1
CQ_08,3,slightly disagree,1
CQ_08,4,neither agree nor disagree,1
CQ_08,5,slightly agree,1
CQ_08,6,agree,1
CQ_08,7,strongly agree,1
CQ_08,comment,Chronotype Questionnaire: I can focus at any time of the day.,1
CQ_08,class,avector,1
CQ_08,class,numeric,2
CQ_09,1,strongly disagree,1
CQ_09,2,disagree,1
CQ_09,3,slightly disagree,1
CQ_09,4,neither agree nor disagree,1
CQ_09,5,slightly agree,1
CQ_09,6,agree,1
CQ_09,7,strongly agree,1
CQ_09,comment,Chronotype Questionnaire: My work goes better in the afternoon than before noon.,1
CQ_09,class,avector,1
CQ_09,class,numeric,2
CQ_10,1,strongly disagree,1
CQ_10,2,disagree,1
CQ_10,3,slightly disagree,1
CQ_10,4,neither agree nor disagree,1
CQ_10,5,slightly agree,1
CQ_10,6,agree,1
CQ_10,7,strongly agree,1
CQ_10,comment,"Chronotype Questionnaire: At any time of the day, my motivation is the same.",1
CQ_10,class,avector,1
CQ_10,class,numeric,2
CQ_11,1,strongly disagree,1
CQ_11,2,disagree,1
CQ_11,3,slightly disagree,1
CQ_11,4,neither agree nor disagree,1
CQ_11,5,slightly agree,1
CQ_11,6,agree,1
CQ_11,7,strongly agree,1
CQ_11,comment,Chronotype Questionnaire: I am usually in an excellent mood in the morning.,1
CQ_11,class,avector,1
CQ_11,class,numeric,2
CQ_12,1,strongly disagree,1
CQ_12,2,disagree,1
CQ_12,3,slightly disagree,1
CQ_12,4,neither agree nor disagree,1
CQ_12,5,slightly agree,1
CQ_12,6,agree,1
CQ_12,7,strongly agree,1
CQ_12,comment,"Chronotype Questionnaire: If I need it, I’m able to concentrate at any time of the day.",1
CQ_12,class,avector,1
CQ_12,class,numeric,2
CQ_13,1,strongly disagree,1
CQ_13,2,disagree,1
CQ_13,3,slightly disagree,1
CQ_13,4,neither agree nor disagree,1
CQ_13,5,slightly agree,1
CQ_13,6,agree,1
CQ_13,7,strongly agree,1
CQ_13,comment,"Chronotype Questionnaire: I am in my best form in the morning, in the course of the day my energy runs out.",1
CQ_13,class,avector,1
CQ_13,class,numeric,2
CQ_14,1,strongly disagree,1
CQ_14,2,disagree,1
CQ_14,3,slightly disagree,1
CQ_14,4,neither agree nor disagree,1
CQ_14,5,slightly agree,1
CQ_14,6,agree,1
CQ_14,7,strongly agree,1
CQ_14,comment,Chronotype Questionnaire: There are moments during the day where I feel unable to do anything.,1
CQ_14,class,avector,1
CQ_14,class,numeric,2
CQ_15,1,strongly disagree,1
CQ_15,2,disagree,1
CQ_15,3,slightly disagree,1
CQ_15,4,neither agree nor disagree,1
CQ_15,5,slightly agree,1
CQ_15,6,agree,1
CQ_15,7,strongly agree,1
CQ_15,comment,Chronotype Questionnaire: There are moments during the day when it is harder for me to think.,1
CQ_15,class,avector,1
CQ_15,class,numeric,2
CQ_16,1,strongly disagree,1
CQ_16,2,disagree,1
CQ_16,3,slightly disagree,1
CQ_16,4,neither agree nor disagree,1
CQ_16,5,slightly agree,1
CQ_16,6,agree,1
CQ_16,7,strongly agree,1
CQ_16,comment,Chronotype Questionnaire: I feel sluggish in the morning and I warm up slowly during the day.,1
CQ_16,class,avector,1
CQ_16,class,numeric,2
BFI01,1,strongly disagree,1
BFI01,2,disagree,1
BFI01,3,slightly disagree,1
BFI01,4,neither agree nor disagree,1
BFI01,5,slightly agree,1
BFI01,6,agree,1
BFI01,7,strongly agree,1
BFI01,comment,Big Five Inventory (BFI-10): I see myself as someone who is reserved,1
BFI01,class,avector,1
BFI01,class,numeric,2
BFI02,1,strongly disagree,1
BFI02,2,disagree,1
BFI02,3,slightly disagree,1
BFI02,4,neither agree nor disagree,1
BFI02,5,slightly agree,1
BFI02,6,agree,1
BFI02,7,strongly agree,1
BFI02,comment,Big Five Inventory (BFI-10): I see myself as someone who is generally trusting,1
BFI02,class,avector,1
BFI02,class,numeric,2
BFI03,1,strongly disagree,1
BFI03,2,disagree,1
BFI03,3,slightly disagree,1
BFI03,4,neither agree nor disagree,1
BFI03,5,slightly agree,1
BFI03,6,agree,1
BFI03,7,strongly agree,1
BFI03,comment,Big Five Inventory (BFI-10): I see myself as someone who tends to be lazy,1
BFI03,class,avector,1
BFI03,class,numeric,2
BFI04,1,strongly disagree,1
BFI04,2,disagree,1
BFI04,3,slightly disagree,1
BFI04,4,neither agree nor disagree,1
BFI04,5,slightly agree,1
BFI04,6,agree,1
BFI04,7,strongly agree,1
BFI04,comment,"Big Five Inventory (BFI-10): I see myself as someone who is relaxed, handles stress well",1
BFI04,class,avector,1
BFI04,class,numeric,2
BFI05,1,strongly disagree,1
BFI05,2,disagree,1
BFI05,3,slightly disagree,1
BFI05,4,neither agree nor disagree,1
BFI05,5,slightly agree,1
BFI05,6,agree,1
BFI05,7,strongly agree,1
BFI05,comment,Big Five Inventory (BFI-10): I see myself as someone who has few artistic interests,1
BFI05,class,avector,1
BFI05,class,numeric,2
BFI06,1,strongly disagree,1
BFI06,2,disagree,1
BFI06,3,slightly disagree,1
BFI06,4,neither agree nor disagree,1
BFI06,5,slightly agree,1
BFI06,6,agree,1
BFI06,7,strongly agree,1
BFI06,comment,"Big Five Inventory (BFI-10): I see myself as someone who is outgoing, sociable",1
BFI06,class,avector,1
BFI06,class,numeric,2
BFI07,1,strongly disagree,1
BFI07,2,disagree,1
BFI07,3,slightly disagree,1
BFI07,4,neither agree nor disagree,1
BFI07,5,slightly agree,1
BFI07,6,agree,1
BFI07,7,strongly agree,1
BFI07,comment,Big Five Inventory (BFI-10): I see myself as someone who tends to find fault with others,1
BFI07,class,avector,1
BFI07,class,numeric,2
BFI08,1,strongly disagree,1
BFI08,2,disagree,1
BFI08,3,slightly disagree,1
BFI08,4,neither agree nor disagree,1
BFI08,5,slightly agree,1
BFI08,6,agree,1
BFI08,7,strongly agree,1
BFI08,comment,Big Five Inventory (BFI-10): I see myself as someone who does a thorough job,1
BFI08,class,avector,1
BFI08,class,numeric,2
BFI09,1,strongly disagree,1
BFI09,2,disagree,1
BFI09,3,slightly disagree,1
BFI09,4,neither agree nor disagree,1
BFI09,5,slightly agree,1
BFI09,6,agree,1
BFI09,7,strongly agree,1
BFI09,comment,Big Five Inventory (BFI-10): I see myself as someone who gets nervous easily,1
BFI09,class,avector,1
BFI09,class,numeric,2
BFI10,1,strongly disagree,1
BFI10,2,disagree,1
BFI10,3,slightly disagree,1
BFI10,4,neither agree nor disagree,1
BFI10,5,slightly agree,1
BFI10,6,agree,1
BFI10,7,strongly agree,1
BFI10,comment,Big Five Inventory (BFI-10): I see myself as someone who has an active imagination,1
BFI10,class,avector,1
BFI10,class,numeric,2
BH02_01,comment,OE-E01: I would,1
BH02_01,class,avector,1
BH02_01,class,character,2
BH03_01,comment,OE-A01: I would,1
BH03_01,class,avector,1
BH03_01,class,character,2
BH04_01,comment,OE-C01: I would,1
BH04_01,class,avector,1
BH04_01,class,character,2
BH05_01,comment,OE-N01: I would,1
BH05_01,class,avector,1
BH05_01,class,character,2
BH06_01,comment,OE-O01: I would,1
BH06_01,class,avector,1
BH06_01,class,character,2
BH07_01,comment,OE-E02: I would,1
BH07_01,class,avector,1
BH07_01,class,character,2
BH08_01,comment,OE-A02: I would,1
BH08_01,class,avector,1
BH08_01,class,character,2
BH09_01,comment,OE-C02: I would,1
BH09_01,class,avector,1
BH09_01,class,character,2
BH10_01,comment,OE-N02: I would,1
BH10_01,class,avector,1
BH10_01,class,character,2
BH11_01,comment,OE-O02: I would,1
BH11_01,class,avector,1
BH11_01,class,character,2
MS01,levels,Republican,1
MS01,levels,Democrat,2
MS01,levels,Independent,3
MS01,levels,Something else,4
MS01,levels,[NA] Not answered,5
MS01,class,factor,1
MS01,comment,Politics,1
MS02_01,comment,YOB: [01],1
MS02_01,class,avector,1
MS02_01,class,numeric,2
MS03,levels,Yes,1
MS03,levels,No,2
MS03,levels,[NA] Not answered,3
MS03,class,factor,1
MS03,comment,Spanish,1
MS04,levels,Yes,1
MS04,levels,No,2
MS04,levels,I don't know,3
MS04,levels,[NA] Not answered,4
MS04,class,factor,1
MS04,comment,Knowledge of Wordsum,1
OC01,levels,None,1
OC01,levels,1,2
OC01,levels,2,3
OC01,levels,3,4
OC01,levels,4,5
OC01,levels,5,6
OC01,levels,6 or more,7
OC01,levels,[NA] Not answered,8
OC01,class,factor,1
OC01,comment,Automobiles,1
OC02,levels,Yes,1
OC02,levels,No,2
OC02,levels,[NA] Not answered,3
OC02,class,factor,1
OC02,comment,Smoking,1
OC03,levels,Abortion should always be legal. There should be no restrictions on abortion.,1
OC03,levels,"Abortion should be legal, but with some restrictions (such as for minors or late-term abortions).",2
OC03,levels,"Abortion should only be legal in special circumstances, such as when the life of the mother is in danger.",3
OC03,levels,Abortion should be illegal. It should never be allowed.,4
OC03,levels,[NA] Not answered,5
OC03,class,factor,1
OC03,comment,Abortion,1
OC04,levels,Strongly disagree,1
OC04,levels,Tend to disagree,2
OC04,levels,Neither agree nor disagree,3
OC04,levels,Tend to agree,4
OC04,levels,Strongly agree,5
OC04,levels,[NA] Not answered,6
OC04,class,factor,1
OC04,comment,Holocaust,1
PR01_01,1,strongly disagree,1
PR01_01,2,disagree,1
PR01_01,3,slightly disagree,1
PR01_01,4,neither agree nor disagree,1
PR01_01,5,slightly agree,1
PR01_01,6,agree,1
PR01_01,7,strongly agree,1
PR01_01,comment,"Attention checks (instructed response): To ensure data quality, please choose strongly disagree for this item",1
PR01_01,class,avector,1
PR01_01,class,numeric,2
PR01_02,1,strongly disagree,1
PR01_02,2,disagree,1
PR01_02,3,slightly disagree,1
PR01_02,4,neither agree nor disagree,1
PR01_02,5,slightly agree,1
PR01_02,6,agree,1
PR01_02,7,strongly agree,1
PR01_02,comment,"Attention checks (instructed response): To ensure data quality, please choose strongly agree for this item",1
PR01_02,class,avector,1
PR01_02,class,numeric,2
PR02_01,1,strongly disagree,1
PR02_01,2,disagree,1
PR02_01,3,slightly disagree,1
PR02_01,4,neither agree nor disagree,1
PR02_01,5,slightly agree,1
PR02_01,6,agree,1
PR02_01,7,strongly agree,1
PR02_01,comment,Bogus items (frequency/infrequency): Nuclear weapons would be dangerous if they got into the wrong hands.,1
PR02_01,class,avector,1
PR02_01,class,numeric,2
PR02_02,1,strongly disagree,1
PR02_02,2,disagree,1
PR02_02,3,slightly disagree,1
PR02_02,4,neither agree nor disagree,1
PR02_02,5,slightly agree,1
PR02_02,6,agree,1
PR02_02,7,strongly agree,1
PR02_02,comment,Bogus items (frequency/infrequency): It feels good to be appreciated.,1
PR02_02,class,avector,1
PR02_02,class,numeric,2
PR02_03,1,strongly disagree,1
PR02_03,2,disagree,1
PR02_03,3,slightly disagree,1
PR02_03,4,neither agree nor disagree,1
